index,middle,ring,pinky
0.78,0.59,0.73,0.65
0.78,0.59,0.74,0.65
0.77,0.59,0.75,0.65
0.77,0.59,0.73,0.65
0.78,0.59,0.75,0.65
0.77,0.58,0.74,0.65
0.78,0.60,0.74,0.65
0.77,0.59,0.75,0.65
0.78,0.59,0.75,0.65
0.77,0.59,0.74,0.65
0.77,0.59,0.65,0.66
0.76,0.59,0.74,0.67
0.76,0.60,0.73,0.65
0.76,0.59,0.74,0.65
0.76,0.60,0.73,0.66
0.77,0.58,0.74,0.65
0.77,0.60,0.74,0.65
0.78,0.59,0.74,0.65
0.78,0.60,0.74,0.66
0.77,0.59,0.74,0.65
0.77,0.60,0.73,0.65
0.77,0.59,0.74,0.65
0.78,0.59,0.73,0.65
0.77,0.60,0.73,0.65
0.78,0.60,0.73,0.66
0.77,0.59,0.74,0.66
0.78,0.59,0.73,0.66
0.77,0.59,0.73,0.66
0.78,0.59,0.73,0.66
0.77,0.59,0.72,0.64
0.78,0.59,0.73,0.66
0.78,0.59,0.73,0.66
0.77,0.60,0.73,0.65
0.78,0.59,0.73,0.66
0.77,0.59,0.73,0.65
0.77,0.59,0.74,0.66
0.78,0.59,0.73,0.65
0.76,0.60,0.74,0.65
0.78,0.59,0.74,0.65
0.78,0.59,0.72,0.65
0.77,0.58,0.74,0.65
0.76,0.59,0.73,0.65
0.78,0.60,0.73,0.66
0.78,0.59,0.74,0.65
0.77,0.60,0.73,0.66
0.77,0.59,0.73,0.65
0.78,0.60,0.73,0.66
0.78,0.59,0.73,0.65
0.78,0.59,0.73,0.66
0.76,0.59,0.74,0.67
0.77,0.59,0.73,0.66
0.78,0.60,0.74,0.65
0.77,0.59,0.74,0.66
0.78,0.59,0.74,0.66
0.77,0.58,0.74,0.67
0.76,0.59,0.74,0.65
0.77,0.59,0.73,0.66
0.76,0.59,0.74,0.65
0.77,0.59,0.74,0.66
0.77,0.59,0.74,0.65
0.77,0.60,0.74,0.65
0.76,0.59,0.73,0.65
0.77,0.59,0.72,0.65
0.77,0.59,0.73,0.66
0.76,0.58,0.74,0.66
0.75,0.58,0.73,0.66
0.76,0.59,0.74,0.65
0.77,0.59,0.73,0.65
0.77,0.60,0.73,0.65
0.77,0.60,0.73,0.66
0.76,0.60,0.73,0.65
0.77,0.59,0.73,0.66
0.76,0.58,0.73,0.65
0.78,0.60,0.73,0.66
0.77,0.59,0.74,0.66
0.77,0.59,0.73,0.65
0.77,0.58,0.74,0.65
0.77,0.59,0.72,0.66
0.78,0.59,0.73,0.65
0.76,0.59,0.73,0.65
0.75,0.59,0.74,0.66
0.77,0.59,0.72,0.66
0.77,0.59,0.74,0.65
0.76,0.59,0.74,0.66
0.76,0.57,0.74,0.66
0.77,0.58,0.73,0.66
0.78,0.58,0.73,0.66
0.76,0.59,0.73,0.66
0.77,0.59,0.74,0.65
0.76,0.58,0.73,0.66
0.76,0.58,0.73,0.67
0.77,0.59,0.73,0.66
0.76,0.58,0.73,0.66
0.76,0.59,0.73,0.65
0.77,0.59,0.73,0.66
0.77,0.58,0.74,0.66
0.77,0.59,0.73,0.66
0.76,0.59,0.73,0.65
0.77,0.58,0.73,0.65
0.76,0.59,0.73,0.66
0.77,0.59,0.74,0.66
0.77,0.59,0.73,0.66
0.77,0.59,0.73,0.65
0.78,0.60,0.73,0.66
0.76,0.59,0.73,0.65
0.77,0.60,0.74,0.65
0.77,0.60,0.74,0.66
0.76,0.60,0.74,0.67
0.77,0.60,0.75,0.68
0.78,0.61,0.75,0.70
0.79,0.61,0.75,0.71
0.76,0.62,0.75,0.72
0.76,0.61,0.75,0.73
0.77,0.60,0.76,0.74
0.78,0.62,0.75,0.73
0.78,0.62,0.75,0.73
0.78,0.61,0.75,0.73
0.78,0.62,0.74,0.73
0.77,0.61,0.75,0.72
0.78,0.61,0.75,0.73
0.77,0.61,0.75,0.72
0.77,0.61,0.76,0.72
0.77,0.61,0.75,0.72
0.77,0.61,0.75,0.73
0.78,0.61,0.74,0.72
0.77,0.61,0.75,0.73
0.78,0.61,0.75,0.71
0.78,0.62,0.75,0.72
0.77,0.61,0.75,0.72
0.78,0.61,0.76,0.72
0.78,0.60,0.75,0.72
0.78,0.61,0.75,0.72
0.78,0.61,0.76,0.72
0.78,0.61,0.75,0.72
0.78,0.61,0.74,0.72
0.77,0.61,0.75,0.71
